GeoBg2010,_NAME_,_LABEL_,death_age_group_3,death_age_group_4,death_age_group_1,death_age_group_2,_TYPE_,_FREQ_,Births_total,agegroup_1,agegroup_2,agegroup_3,agegroup_4,Births_low_wt,Births_prenat_adeq,Births_prenat_inad,Births_preterm
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,0,1,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,1
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,1,0,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,0,1,0
,Deaths_total,Total deaths,15,20,,,0,14,14,,,,,0,0,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,13,10,219,28,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,0,5,14,6,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,5,13,89,11,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,9,6,94,28,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,2,3,47,13,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,2,0,12,15,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,8,9,73,15,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,3,0,22,12,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,0,12,26,11,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,6,9,71,17,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,5,11,91,18,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,10,18,88,43,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,10,18,88,43,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,10,18,88,43,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,10,18,88,43,0,0,1,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,10,18,88,43,0,1,0,0
"DC Tract 1, block group 1",Deaths_total,Total deaths,1,3,,,0,17,17,10,18,88,43,0,1,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,12,6,380,155,0,1,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,3,14,185,35,0,0,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,9,3,71,12,0,0,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,4,3,41,2,0,1,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,4,4,37,8,0,1,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,0,0,0,0,0,1,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,4,6,57,13,0,1,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,5,1,30,8,0,1,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,6,10,67,13,0,0,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,1,0,37,4,0,0,0,1
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,1,0,37,4,0,1,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,1,0,37,4,0,U,U,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,1,0,37,4,0,1,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,1,0,37,4,0,1,0,0
"DC Tract 1, block group 2",Deaths_total,Total deaths,,6,,,0,15,15,1,0,37,4,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,0,5,21,11,0,1,0,1
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,8,1,105,20,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,7,35,143,44,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,7,10,52,9,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,1,2,35,5,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,4,19,45,17,0,0,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,17,8,70,28,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,0,3,33,10,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,0,4,25,12,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,4,1,25,10,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,4,9,49,9,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,5,9,52,14,0,1,0,0
"DC Tract 1, block group 3",Deaths_total,Total deaths,2,5,,,0,10,10,3,5,51,13,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,2,4,36,4,1,1,0,1
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,3,2,41,15,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,6,14,53,10,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,6,7,47,20,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,4,3,41,15,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,6,1,62,13,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,3,2,53,5,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,8,26,17,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,2,0,40,5,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,2,3,31,6,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,2,0,7,5,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,12,1,1,0,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,6,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,4,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,0,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,2,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,6,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,5,1,33,8,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,3,4,85,21,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,1,4,2,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,15,15,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,1,0,25,7,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 1, block group 4",Deaths_total,Total deaths,1,4,,,0,19,19,0,0,0,0,0,1,0,0
"DC Tract 2.01, block group 1",Deaths_total,Total deaths,1,1,,,,,,0,0,10,15,,,,
"DC Tract 2.01, block group 1",Deaths_total,Total deaths,1,1,,,,,,0,9,2881,25,,,,
"DC Tract 2.01, block group 1",Deaths_total,Total deaths,1,1,,,,,,0,0,0,0,,,,
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,0,0,0,0,0,1,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,4,14,126,8,0,0,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,6,0,14,13,0,0,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,7,5,37,8,0,1,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,2,6,70,11,0,1,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,0,2,55,16,0,1,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,8,10,71,21,0,1,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,6,0,16,2,0,1,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,4,13,65,24,0,1,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,3,5,56,17,0,1,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,5,22,92,39,0,1,0,0
"DC Tract 2.02, block group 1",Deaths_total,Total deaths,2,6,,,0,9,9,9,12,127,50,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,4,7,74,5,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,2,0,21,4,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,1,3,46,9,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,7,8,43,17,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,9,6,79,15,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,5,8,74,20,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,5,2,68,7,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,5,11,69,18,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,3,5,70,19,0,0,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,3,5,70,19,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,3,5,70,19,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,3,5,70,19,0,1,0,0
"DC Tract 2.02, block group 2",Deaths_total,Total deaths,1,1,,,0,13,13,3,5,70,19,0,1,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,2,1,71,1,0,0,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,2,1,29,11,0,1,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,2,1,54,14,0,0,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,3,5,87,11,0,0,1,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,3,1,94,4,0,0,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,3,6,61,13,0,1,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,2,6,43,12,0,1,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,1,3,71,13,0,1,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,0,0,4,2,0,1,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,1,1,20,0,0,1,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,0,2,47,0,0,1,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,1,3,95,4,0,1,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,0,0,104,2,0,1,0,0
"DC Tract 2.02, block group 3",Deaths_total,Total deaths,1,2,,,0,6,6,0,1,29,7,0,1,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,2,6,139,9,0,1,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,1,0,72,2,0,1,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,307,1,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,1,0,78,5,1,1,0,1
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,1,605,0,1,1,0,1
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,84,2,0,1,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,3,3,26,13,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,1,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,1,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,1,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,1,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,4,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,4,0,109,33,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,1,19,1,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,1,1,91,10,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,64,2,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,1,1,40,9,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,2,1,65,5,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,1,0,11,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,5,1,59,2,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,17,1,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 2.02, block group 4",Deaths_total,Total deaths,1,2,,,0,12,12,0,0,0,0,0,0,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,8,17,206,22,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,9,6,103,14,1,0,1,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,3,5,48,4,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,10,5,111,9,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,7,0,61,12,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,3,71,7,0,0,1,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,15,7,110,12,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,2,1,106,6,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,2,0,95,12,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,9,4,66,13,0,0,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,0,0,0,0,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,0,0,0,0,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,0,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,0,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,1,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,0,0,0
"DC Tract 3, block group 1",Deaths_total,Total deaths,,2,,,0,23,23,1,0,18,1,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,5,3,122,9,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,4,3,161,5,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,1,2,65,0,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,2,1,89,11,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,12,14,470,18,0,1,0,1
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,1,0,110,2,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,0,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,1,0,0,1
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,0,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,1,1,0,1
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,1,0,0
"DC Tract 3, block group 2",Deaths_total,Total deaths,1,4,,,0,20,20,9,9,112,6,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,21,12,194,15,0,0,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,4,2,120,14,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,1,11,22,4,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,38,27,286,44,1,1,0,1
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,0,8,29,8,1,1,0,1
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,5,14,48,6,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,8,27,128,53,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,0,1,17,6,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,0,0,0,0,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,0,0,0,0,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,8,2,80,4,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,2,5,105,5,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,1,0,91,5,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,0,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,0,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,1,0,0
"DC Tract 3, block group 3",Deaths_total,Total deaths,,3,,,0,24,24,6,2,90,7,0,1,0,0
"DC Tract 3, block group 4",Deaths_total,Total deaths,,3,,,0,19,19,5,13,102,9,0,1,0,0
