GeoBg2010,_NAME_,_LABEL_,death_age_group_3,death_age_group_4,death_age_group_1,death_age_group_2,_TYPE_,_FREQ_,Births_total,agegroup_1,agegroup_2,agegroup_3,agegroup_4,Births_low_wt,Births_prenat_adeq,Births_prenat_inad,Births_preterm
"DC Tract 8.01, block group 2",Deaths_total,Total deaths,1,5,,,0,9,9,13,24,62,19,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,5,16,83,42,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,11,12,153,163,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,0,0,1,2,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,2,3,17,5,1,1,0,1
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,0,0,3,0,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,1,1,7,4,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,7,24,42,9,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,3,7,44,12,0,0,1,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,7,17,38,10,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,5,20,36,8,0,0,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,3,7,19,5,1,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,1,5,14,10,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,2,11,25,8,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,5,16,34,4,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,3,9,23,8,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,2,2,11,5,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,1,1,14,7,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,1,3,9,4,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,3,12,19,3,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,1,1,1,0,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,2,7,164,109,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,5,7,16,2,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,4,19,38,7,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,1,9,20,13,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,0,3,13,5,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,2,9,14,8,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,1,11,18,10,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,0,4,16,9,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,6,14,35,11,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,7,29,59,26,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,1,1,2,0,0,1,0,0
"DC Tract 8.01, block group 3",Deaths_total,Total deaths,1,12,,,0,17,17,0,0,8,2,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,8,18,337,12,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,0,0,5,1,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,4,13,36,10,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,0,6,21,2,0,0,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,9,19,169,21,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,3,8,15,1,1,1,0,1
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,0,0,0,0,1,1,0,1
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,2,0,13,5,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,0,0,0,0,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,0,0,0,0,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,0,0,0,0,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,6,12,69,13,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,0,0,0,0,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,0,0,0,0,0,1,0,0
"DC Tract 8.01, block group 4",Deaths_total,Total deaths,2,3,1,,0,8,8,0,10,7,5,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,3,8,25,9,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,3,10,53,8,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,2,4,10,4,0,U,U,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,8,8,90,13,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,11,8,43,6,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,15,23,299,61,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,2,6,34,5,1,1,0,1
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,1,8,32,6,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,2,0,12,6,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,4,10,28,3,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,7,6,65,13,0,0,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,6,8,183,16,0,1,0,1
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,7,11,211,9,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,0,0,0,0,0,0,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,0,0,0,0,0,0,1,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,0,0,0,0,0,0,1,0
"DC Tract 8.02, block group 1",Deaths_total,Total deaths,1,3,1,,0,22,22,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,5,4,13,4,0,1,0,1
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,0,6,14,12,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,1,5,16,2,0,0,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,0,2,4,0,0,0,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,1,0,3,0,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,11,11,149,11,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,2,2,15,3,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,8,3,79,13,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,0,0,0,0,0,0,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,6,9,54,7,0,0,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,0,0,0,0,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,3,18,63,22,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,3,13,57,1,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,7,13,87,13,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,1,2,14,0,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,3,6,43,4,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,2,8,31,2,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,4,7,50,13,0,1,0,0
"DC Tract 8.02, block group 2",Deaths_total,Total deaths,,1,,,0,15,15,0,0,0,0,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,2,1,10,5,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,3,7,21,6,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,0,8,18,7,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,8,16,47,16,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,5,21,53,26,0,0,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,0,7,10,4,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,6,9,20,6,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,0,11,22,3,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,2,11,30,21,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,12,27,77,33,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,14,22,71,20,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,5,17,34,7,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,7,32,55,10,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,11,20,49,6,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,6,3,25,10,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,3,4,7,8,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,16,21,108,36,0,1,0,0
"DC Tract 9.01, block group 1",Deaths_total,Total deaths,,3,,,0,8,8,7,8,50,24,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,0,0,0,0,1,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,0,0,0,0,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,2,1,10,1,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,0,0,0,0,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,0,0,0,0,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,0,0,0,0,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,14,32,86,33,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,1,4,18,17,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,0,0,0,0,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,7,36,108,25,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,3,1,16,5,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,4,21,59,18,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,3,14,36,9,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,6,8,18,9,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,1,15,23,5,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,3,6,19,5,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,0,9,20,6,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,5,17,37,9,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,0,2,2,1,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,0,7,22,13,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,5,13,39,13,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,3,17,60,16,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,3,20,38,15,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,2,7,24,11,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,0,0,5,124,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,9,25,60,33,0,1,0,0
"DC Tract 9.01, block group 2",Deaths_total,Total deaths,1,30,,,0,10,10,3,11,25,15,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,0,0,0,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,7,18,20,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,1,10,13,10,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,4,5,9,4,1,1,0,1
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,4,8,21,8,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,3,6,23,13,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,2,7,19,15,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,2,5,41,1,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,1,3,15,3,0,1,0,1
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,0,0,0,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,0,0,0,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,10,25,2471,29,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,6,26,41,13,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,1,8,11,0,1,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,5,24,7,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,1,7,27,2,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,2,10,33,12,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,6,13,25,9,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,3,7,32,0,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,2,8,17,15,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,0,0,0,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,0,0,0,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,0,0,0,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,0,0,0,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,0,0,0,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,0,0,0,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,1,6,29,13,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,11,19,8,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,1,3,4,3,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,3,13,31,11,0,0,0,0
"DC Tract 9.01, block group 3",Deaths_total,Total deaths,1,8,,,0,15,15,0,1,11,3,0,0,0,0
"DC Tract 9.02, block group 1",Deaths_total,Total deaths,,1,,,0,8,8,6,20,68,42,0,0,1,0
"DC Tract 9.02, block group 1",Deaths_total,Total deaths,,1,,,0,8,8,6,11,57,26,0,1,0,0
"DC Tract 9.02, block group 1",Deaths_total,Total deaths,,1,,,0,8,8,16,33,87,24,0,0,0,0
"DC Tract 9.02, block group 1",Deaths_total,Total deaths,,1,,,0,8,8,3,12,27,13,0,1,0,0
"DC Tract 9.02, block group 1",Deaths_total,Total deaths,,1,,,0,8,8,1,1,11,4,0,1,0,0
"DC Tract 9.02, block group 1",Deaths_total,Total deaths,,1,,,0,8,8,0,6,9,8,0,1,0,0
"DC Tract 9.02, block group 1",Deaths_total,Total deaths,,1,,,0,8,8,6,8,25,5,1,1,0,1
"DC Tract 9.02, block group 1",Deaths_total,Total deaths,,1,,,0,8,8,7,14,87,12,1,1,0,1
"DC Tract 9.02, block group 1",Deaths_total,Total deaths,,1,,,0,8,8,1,3,11,0,1,1,0,1
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,2,6,22,12,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,3,10,32,5,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,1,1,0,1
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,4,22,35,9,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,1,11,23,5,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,12,20,9,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,8,25,5,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,3,6,27,2,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,17,32,98,17,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,7,11,69,11,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,2,4,22,6,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,3,26,33,7,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,11,17,36,1,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,6,3,36,8,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,1,8,21,8,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,4,21,41,13,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,1,4,17,9,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,8,4,35,16,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,6,25,10,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,7,23,9,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,2,8,13,1,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,3,12,37,2,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,0,0,0,0,1,0,0
"DC Tract 9.02, block group 2",Deaths_total,Total deaths,3,5,,,0,17,17,0,3,15,2,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,0,0,0,0,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,0,0,0,0,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,3,8,43,5,1,1,0,1
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,0,0,47,1,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,3,3,11,2,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,5,5,25,2,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,9,9,41,7,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,7,17,33,4,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,1,7,37,5,1,1,0,1
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,2,5,11,2,0,1,0,1
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,4,7,57,7,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,2,13,37,6,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,2,1,22,6,0,1,0,0
"DC Tract 10.01, block group 1",Deaths_total,Total deaths,,2,,,0,13,13,7,7,56,2,0,1,0,0
"DC Tract 10.01, block group 2",Deaths_total,Total deaths,4,10,,,0,20,20,4,3,40,2,0,1,0,0
"DC Tract 10.01, block group 2",Deaths_total,Total deaths,4,10,,,0,20,20,2,8,36,7,0,1,0,0
"DC Tract 10.01, block group 2",Deaths_total,Total deaths,4,10,,,0,20,20,4,2,31,9,0,1,0,0
"DC Tract 10.01, block group 2",Deaths_total,Total deaths,4,10,,,0,20,20,9,10,34,8,0,1,0,0
"DC Tract 10.01, block group 2",Deaths_total,Total deaths,4,10,,,0,20,20,3,0,11,2,0,0,0,0
"DC Tract 10.01, block group 2",Deaths_total,Total deaths,4,10,,,0,20,20,6,16,45,12,0,1,0,0
"DC Tract 10.01, block group 2",Deaths_total,Total deaths,4,10,,,0,20,20,0,0,0,0,1,1,0,1
